Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Dotion
USA,OR,2019,10,Male,16,Left-Handed,183,29.9,185,1,Car,10,0.371,51,Football (American),200,300,200,400,500,800,30.1,Left foot,80,90,Ring finger,June,Winter,No,No,Desserts,Water,Physical education,9,8,4,Yes - broadband connection,Text messaging,40,43,3,,1,,3,,,1,1,,,,Some,Some college,Ra/Hi ho,Fly,Rich,Sorts erson,Wildlife animals
USA,OR,2019,10,Female,15,Right-Handed,160,17.7,158,2,Walk,15,0.813,44,Other,1000,1000,100,100,10,10,17.6,Right foot,68,66,Index finger,May,Fall,Yes,Yes,Fruit,Water,English,6,5,1,Yes - other,Myspace Facebook other social networking sites or blog,1,10,18,2,21,2,18,0,5,3,,,,,,,,,,,
USA,OR,2019,10,Female,15,Ambidextrous,165,23,170,1,,15,0.672,40,Gymstics,500,1000,500,500,1000,1000,23,Same length,9,9.5,Ring finger,August,Summer,No,No,Seafood,Water,Science,6,9,4,Yes - other,Text messaging,1000,2000,20,4,0,8,0,0,,,,,,,Some,Graduate degree,Po,Telepathy,Hay,Business erson,Health
USA,OR,2019,10,Male,16,Right-Handed,175,27,177,1,Car,20,0.541,77,Swimming,0,0,0,0,500,500,27,Same length,95,100,Ring finger,Aril,Fall,No,No,Meat,Tea,History,7,10,4,Yes - broadband connection,Text messaging,60,70,10,10,7,7,3,,,,,,,,Very little,High school,Classical,Super strength,Rich,Friend,Environment
USA,OR,2019,10,Female,15,Right-Handed,148,20,153,1,Car,10,0.71,56,Tennis,1000,80,1000,1000,10,0.101,20,Same length,,,,March,Winter,No,No,Seafood,Water,Social studies,10,22,5,Yes - other,In person,15,10,1,0,3,7,2,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,148,20,153,1,Car,10,0.71,56,Tennis,1000,80,1000,1000,10,0.101,20,Same length,,,,March,Winter,No,No,Seafood,Water,Social studies,10,22,5,Yes - other,In person,15,10,1,0,3,7,2,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,178,30,181,1,Walk,10,0.223,72,Football (American),,,,,,,30,Same length,100,105,Ring finger,January,Winter,Yes,No,Meat,Energy drink,Other,5,4,3,,In person,4,6,1,1.5,2,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,168,26.67,178,1,Car,,0.666,33,Walking/Hiking,957,650,500,550,100,200,26.67,Same length,80,70,Index finger,Aril,Sring,No,No,Rice/Noodle dishes,Water,Art,8,10,3,Yes - broadband connection,Text messaging,84,257,15,25,,,,,,,,,,,Some,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,158.5,23,169,2,Car,10,0.697,56,Other,,,,,,,23,Left foot,75,75,Same length,,Sring,No,No,No favorite,Water,Physical education,7,10,5,Yes - broadband connection,Text messaging,300,310,,,,,,,,,,,,,Some,Graduate degree,Ra/Hi ho,Telepathy,,,
USA,OR,2019,10,Female,17,Left-Handed,165,24,170,1,Car,10,0.72,52,,,,,,,,22,Right foot,70,65,Index finger,Aril,Fall,No,No,Rice/Noodle dishes,Water,Science,7,8,5,Yes - broadband connection,Internet chat or instant messaging,200,150,,,,,,,,,,,,,A lot,Undergraduate degree,Country,Fly,Hay,Relative,Intertiol aid
USA,OR,2019,8,,14,Right-Handed,165,23,165,1,Bus,15,0.51,47,Basketball,600,800,500,400,800,900,22,Right foot,8,7.5,,March,Sring,Yes,No,Rice/Noodle dishes,Water,English,7.5,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,35,30,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,60,28,151,2,Car,10,67,45,Dancing,,,,,,,26,Right foot,8,7,Index finger,August,Fall,Yes,No,Desserts,Energy drink,Music,6,10,3,Yes - broadband connection,Cell phone,4,4,,,,,,,,,,,,,,,,,,,
USA,OR,2019,8,Female,14,Right-Handed,165,23,165,1,Bus,15,0.51,47,Other,600,800,500,400,800,900,22,Right foot,8,7.5,Index finger,March,Sring,Yes,No,Breads/Sandwiches,Water,English,7.5,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,35,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,186,26,189,1,Car,5,0.381,30,Football (American),1000,600,900,900,300,500,26,Same length,108,110,Ring finger,December,Summer,No,No,Meat,Water,History,8,6,5,Yes - broadband connection,Text messaging,30,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,14,Right-Handed,167.6,22.82,164,5,Car,18,0.435,41,Other,802,797,904,1000,198,112,11,Right foot,10,9,Index finger,August,Sring,No,No,Pizza/Pasta,Soft drink (caffeited),Other,5,5,4,Yes - broadband connection,Text messaging,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,160,23,160,2,Car,35,0.711,26,Gymstics,700,1000,400,100,1000,1000,23,Same length,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,157,29,152,1,Car,10,0.179,46,Gymstics,0,0,0,0,100,200,28,Right foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Female,15,Right-Handed,160,23,134,2,Car,7,0.471,45,Other,241,342,422,53,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,180,27,178,1,Car,10,0.52,31,Skateboarding/Rollerblading,1000,541,333,201,452,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,160,30,163,1,Car,30,0.831,39,Dancing,800,700,850,450,450,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,185,26,185,2,Car,5,0.52,73,Swimming,1000,800,600,500,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,153,21,153,2,Car,15,0.741,45,Skateboarding/Rollerblading,900,1000,800,600,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,15,Right-Handed,180.34,26,177,1,Bus,15,0.27,38,Martial Arts,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,15,Right-Handed,71,34,65,1,Car,20,0.443,41,Skateboarding/Rollerblading,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,185,27,173,1,Walk,10,0.654,66,None,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,189.5,27,192,2,Bus,15,0.69,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,174,,,3,Car,15,60,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,165.1,22.86,22.78,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Left-Handed,161,25,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,180,28,183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,168,26.67,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,176.5,26,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,163.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Ambidextrous,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
