Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,School
USA,OR,2019,12,Male,15,Ambidextrous,166.3,23,165,1,Car,13,0.519,45,Skateboarding/Rollerblading,749,733,818,749,390,529,23,Same length,65,65,Same length,March,Spring,No,No,Breads/Sandwiches,Water,Art,9,9,5,Yes - other,Text messaging,6,10,72,3,0,4,1,3,6,10,70,10,0,3,Some,Graduate degree,Other,Fly,Happy,Other,"Wildlife, animals",high
USA,OR,2019,8,Male,14,Right-Handed,180,28,185,1,Bus,20,0.479,62,Martial Arts,100,90,100,90,10,20,28,Same length,90,80,Index finger,December,Summer,Yes,No,Seafood,Water,English,6,10,4,Yes - other,In person,20,294,30,1,20,20,30,0,12,20,20,10,2,3,A lot,Undergraduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,"Wildlife, animals",middle
USA,OR,2015,12,Female,17,Right-Handed,170,24,171,1,Walk,7,0.261,40,Athletics,850,700,650,600,500,800,25,Left foot,71,76,Ring finger,January,Winter,No,No,Poultry,Milk,Music,5,10,4,Yes - broadband connection,Text messaging,50,100,2,0,20,5,3,5,10,6,7,10,5,3,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Teacher,Health,high
USA,OR,2019,9,Male,14,Right-Handed,170,26,74,1.5,Car,2,0.442,34,Bowling,0,1000,701,631,807,813,26,Same length,60,80,Ring finger,April,Winter,Yes,No,Meat,Water,Art,7,9,5,Yes - other,In person,40,30,22,0,4,30,0,40,0,2,14,8,0,3,A lot,Some college,Rock and roll,,Happy,Other,Religious,high
USA,OR,2015,12,Female,17,Right-Handed,172,24,161,1,Car,15,0.414,55,Walking/Hiking,999,999,999,1000,100,999,24,Right foot,9.5,9.3,Index finger,February,Spring,Yes,No,Desserts,Tea,Social studies,7,6,2,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,9,0,1,6,4,1,0,8,3,10,8,6,3,A lot,Graduate degree,Other,Freeze time,Happy,Other,International aid,high
USA,OR,2018,9,Female,14,Left-Handed,163,26,160,1,Car,4,0.608,66,Other,1000,1,1000,1000,1000,1000,26,Same length,6.5,7,Ring finger,February,Fall,No,No,Desserts,Water,English,7,6,5,Yes - other,Internet chat or instant messaging,80,80,6,1,1,4,10,0,10,10,8,8,0,3,A lot,Graduate degree,Punk rock,Telepathy,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2015,12,Male,17,Right-Handed,188,28,186,1,Car,10,0.345,51,Basketball,800,500,200,300,900,1000,27,Right foot,10,11,Ring finger,May,Winter,Yes,No,Pizza/Pasta,Juice,English,8,11,4,Yes - broadband connection,Text messaging,75,2000,20,1,5,6,5,9,14,20,30,7,4,3,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Actor,International aid,high
USA,OR,2019,10,Female,15,Right-Handed,156,22,153,2,Walk,10,0.71,47,Martial Arts,999,999,777,888,459,400,22,Same length,80,90,Ring finger,February,Fall,No,No,No favorite,Water,Art,7,6,5,Yes - other,Cell phone,1000,1000,40,20,3,2,3,1,89,2,86,6,0,3,Some,Graduate degree,Other,Freeze time,Happy,Other,Other,high
USA,OR,2019,10,Female,17,Right-Handed,163,23.5,106,1,Car,6,0.68,44,Athletics,800,700,500,500,495,901,23.5,Same length,90,80,Index finger,May,Summer,No,No,Meat,Water,English,6,7,4,Yes - other,In person,30,30,10,4,8,4,12,0,0,5,20,6,1,3,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Environment,high
USA,OR,2015,12,Female,17,Right-Handed,167,23,165.5,1,Car,8,0.361,47,Running/Jogging,600,800,700,800,600,900,23.5,Left foot,93,94,Ring finger,August,Fall,No,No,Salads,Tea,Science,7,9,2,Yes - other,Text messaging,20,20,15,2,15,7,4,0,8,4,7,6,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Doctor or nurse,Health,high
USA,OR,2019,10,Male,17,Right-Handed,170,26,173,1,Car,15,0.157,52,Baseball/Softball,500,800,300,500,800,900,26,Same length,105,111,Ring finger,March,Winter,Yes,No,Meat,Water,Mathematics and statistics,5,10,4,Yes - broadband connection,Cell phone,10,10,2,1,7,3,12,1,3,1,4,6,8,3,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Religious,high
USA,OR,2019,10,Male,17,Right-Handed,175,25.7,165,2,Walk,10,0.449,35,Skateboarding/Rollerblading,950,800,750,800,500,650,25.7,Same length,110,100,Index finger,September,Winter,Yes,No,Seafood,Water,Art,7,10,5,Yes - other,Text messaging,30,35,6,7,12,6,5,7,1,3,6,5,15,3,Some,Graduate degree,Punk rock,Freeze time,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2017,12,Male,17,Right-Handed,176,28,178,1,Car,15,0.423,61,Walking/Hiking,800,400,200,400,700,900,24.5,Right foot,76,70,Ring finger,May,Fall,No,No,Meat,Milk,Science,8,10,3,Yes - broadband connection,Text messaging,15,15,10,0.5,9,4,5,0,4,1,5,5,0,3,Some,Undergraduate degree,Country,Fly,Happy,Relative,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,175,25,177,1,Car,1,0.437,49,Other,500,750,500,600,500,500,25,Same length,79,75,Index finger,November,Fall,Yes,No,Fruit,Water,History,8,7,6,Yes - other,In person,5,6,11,1,6,4,15,0,2,1,2,5,1,3,Some,Graduate degree,Country,Fly,Happy,Relative,Education/Youth development,high
USA,OR,2019,11,Female,17,Right-Handed,163.5,21,68,1,Walk,2,0.42,52,Other,1000,508,513,519,0,0,22,Left foot,90,75,Index finger,September,Fall,No,No,No favorite,Water,Mathematics and statistics,9.5,8,4,Yes - broadband connection,In person,0,0,32,0,6,14,14,0,0,0,0,5,0,3,None,Graduate degree,Country,Fly,Happy,Teacher,Education/Youth development,high
USA,OR,2019,10,Female,16,Right-Handed,54,22,44,1,Car,8,0.232,55,Other,500,600,600,550,700,800,22,Same length,60,67,Ring finger,August,Summer,Yes,Yes,Pizza/Pasta,Water,Mathematics and statistics,6,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",19,17,4,8,16,1,19,8,12,1,16,4,0,3,A lot,Graduate degree,Pop,Super strength,Happy,Coach or club leader,International aid,high
USA,OR,2016,12,Male,18,Right-Handed,185,25,185,1,Bicycle,10,0.777,41,Running/Jogging,950,750,775,850,725,850,26,Left foot,85,85,Same length,April,Summer,Yes,No,Rice/Noodle dishes,Water,English,7,9,4,Yes - broadband connection,In person,37,30,4,2,6,12,18,1,2,2,14,4,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Coach or club leader,Environment,high
USA,OR,2018,9,Female,14,Right-Handed,165,23,156,2,Car,7,0.367,42,Basketball,90,20,20,40,80,150,22,Right foot,7,6,Index finger,May,Summer,No,No,Pizza/Pasta,Juice,Other,7,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,10,10,2,4,7,10,0,8,2,2,4,0,3,Some,Graduate degree,Other,Fly,Happy,Other,"Wildlife, animals",high
USA,OR,2019,8,Male,13,Right-Handed,184,30,184,3,Car,50,0.432,51,Basketball,1000,1000,337,1000,0,0,30,Same length,80,90,Ring finger,March,Winter,No,No,Desserts,Milk,Science,7,12,4,Yes - broadband connection,Cell phone,6,4,38,1,12,14,7,3,30,1,31,3,0,3,Some,Other,Rock and roll,Freeze time,Happy,Friend,Education/Youth development,middle
USA,OR,2016,12,Male,16,Right-Handed,165,25,,2,Car,10,0.309,38,Soccer,1000,1000,1000,1000,1000,1000,24,Right foot,,,,November,Winter,No,No,Rice/Noodle dishes,Water,Computers and technology,7,9,6,Yes - dial-up connection,Text messaging,9,11,12,7,8,9,6,4,1,2,1,3,15,3,Some,Other,Rap/Hip hop,Freeze time,Happy,Business person,Environment,high
USA,OR,2016,12,Female,17,Right-Handed,163,26,173,2,Car,25,0.695,40,Baseball/Softball,680,600,550,500,400,250,26,Same length,70,73,Ring finger,July,Fall,Yes,No,Pizza/Pasta,Coffee,Mathematics and statistics,6,8,4,Yes - broadband connection,Text messaging,250,300,10,2,7,5,18,0,3,7,14,2,15,3,A lot,Undergraduate degree,Other,Invisibility,Happy,Teacher,"Arts, culture, sports",high
USA,OR,2017,12,Male,17,Right-Handed,191,28.5,195,1,Car,5,0.321,45,Swimming,0,0,1000,0,1001,1001,29,Left foot,83,86,Ring finger,January,Summer,No,Yes,Rice/Noodle dishes,Water,Science,7.5,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,39,2,0,6,6,17,1,4,4,4,2,5,3,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Health,high
USA,OR,2017,12,Female,16,Right-Handed,62,24,61,1,Car,13,0.392,53,Athletics,900,1000,800,800,700,800,23.5,Same length,75,80,Ring finger,June,Summer,Yes,Yes,Fruit,Water,History,5,7,3,Yes - other,Internet chat or instant messaging,4,7,6,0,12,7,15.5,0,6,2,4,2,6,3,A lot,Graduate degree,Other,Telepathy,Happy,Community leader or elder,International aid,high
USA,OR,2019,10,Male,17,Right-Handed,180,28,186,1,Boat,10000,0.03,24,Skateboarding/Rollerblading,300,300,300,300,800,900,28,Same length,69,420,Same length,December,Winter,No,No,Meat,Water,Physical education,5,9,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",90,100,70,1,0,1,7,10,90,50,80,1,2,3,A lot,High school,Rap/Hip hop,Fly,Happy,Musician or singer,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,166,23,165,2,Car,10,0.784,76,Running/Jogging,1000,1000,1000,900,200,300,22,Right foot,85,80,Index finger,July,Fall,Yes,No,Pizza/Pasta,Water,English,5,10,5,Yes - other,In person,10,5,12,1,18,4,13,0,6,2,4,1,0,3,A lot,Some college,Pop,Freeze time,Happy,Coach or club leader,International aid,high
USA,OR,2019,10,Female,15,Right-Handed,153.5,20.5,49,1,Walk,25,0.21,50,Other,1000,800,500,600,20,20,21.5,Left foot,8,7.5,Index finger,July,Fall,Yes,No,Poultry,Water,Music,7,9,2,Yes - other,In person,3,8,3,6,3,2,34,1,2,1,1,1,1,3,A lot,Graduate degree,Jazz,Telepathy,Happy,Teacher,International aid,high
USA,OR,2016,12,Female,17,Right-Handed,169,21,173,1,Car,25,0.353,42,Other,25,50,75,50,750,1000,22.5,Left foot,67,65,Index finger,March,Winter,No,No,Desserts,Milk,English,5,7,3,,Text messaging,9,10,3,0,20,2,0,3,0.5,15,89,0,0,3,A lot,Graduate degree,Other,Fly,Happy,Relative,International aid,high
USA,OR,2019,12,Female,17,Right-Handed,168,26,170,4,Car,6,0.453,55,Dancing,600,700,200,500,950,970,26,Same length,8.4,8.6,Ring finger,April,Summer,Yes,No,Breads/Sandwiches,Water,Music,7,11,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",7,9,30,1,3,0,1,4,20,8,40,0,0,3,Some,Graduate degree,Other,Super strength,Happy,Business person,Education/Youth development,high
USA,OR,2016,12,Female,17,Right-Handed,158,23,160,2,Car,11,0.471,36,Dancing,1000,1000,1000,1000,888,1000,24,Left foot,70,70,Same length,July,Summer,Yes,No,Rice/Noodle dishes,Water,Music,6,9,4,Yes - other,Text messaging,300,300,14,1,2,5,0,0,16,17,17,0,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Other,"Arts, culture, sports",high
USA,OR,2018,9,Male,14,Right-Handed,173,26,173,1,Bus,15,0.66,,Running/Jogging,800,1000,400,600,0,200,,,8.5,8,Index finger,May,Summer,Yes,No,No favorite,Water,Music,7.5,9.5,4,Yes - broadband connection,In person,300,300,6,1,6,6,14,8,4,10,12,0,5,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Coach or club leader,Environment,high
USA,OR,2019,10,Female,16,Right-Handed,171,23,73,1,Car,15,0.387,44,Other,800,800,200,200,300,900,24,Left foot,90,95,Ring finger,April,Spring,Yes,No,Desserts,Soft drink (non-caffeinated),Mathematics and statistics,7,10,11,Yes - other,Text messaging,5,4,2,0,5,6,18,2,0,1,5,0,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health,high
USA,OR,2019,10,Female,16,Right-Handed,171,23,73,1,Car,15,0.387,44,Other,800,800,200,200,300,900,24,Left foot,90,95,Ring finger,April,Spring,Yes,No,Desserts,Soft drink (non-caffeinated),Mathematics and statistics,7,10,11,Yes - other,Text messaging,5,4,2,0,5,6,18,2,0,1,5,0,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health,high
USA,OR,2017,12,Male,17,Right-Handed,180,26,180,1,Car,20,0.367,39,Table Tennis,600,500,500,500,700,1000,26,Same length,80,85,Ring finger,March,Summer,No,No,Seafood,Juice,Science,5,10,4,Yes - broadband connection,Text messaging,4,5,11.5,1,7.5,3,3,1,0,0,4,0,0,3,Some,Graduate degree,Pop,Freeze time,Happy,Friend,International aid,high
USA,OR,2019,10,Female,17,Right-Handed,167,24,174,1,Car,10,0.717,42,Other,1000,1000,1000,1000,60,500,25,Left foot,73,74,Ring finger,October,Fall,No,No,No favorite,Tea,Music,6,8,3,Yes - other,Text messaging,10,10,28,1,40,2,30,1,1,2,1,0,0,3,A lot,Graduate degree,Jazz,Freeze time,Happy,Teacher,"Arts, culture, sports",high
USA,OR,2019,10,Male,15,Right-Handed,174,27,179,1,Car,6,O.67,54,Other,713,616,872,615,72,814,27,Same length,102,107,Index finger,April,Fall,No,No,Pizza/Pasta,Water,Science,7,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,140,5,1,3,18,18,20,24,1,1,0,0,3,Very little,Other,Pop,Freeze time,Happy,Relative,Health,high
USA,OR,2019,10,Female,16,Ambidextrous,169,23,170,3,Car,18,0.633,61,Running/Jogging,700,700,700,700,400,700,23,Same length,8.5,9,Index finger,July,Summer,Yes,Yes,Rice/Noodle dishes,Water,Mathematics and statistics,3,5,2,Yes - other,In person,90,276,5,3,16,2,10,0,3,1,0,0,8,3,Some,Graduate degree,Other,Super strength,Happy,Relative,International aid,high
USA,OR,2015,12,Female,17,Right-Handed,58,22.5,163,1,Car,12,0.36,40,Walking/Hiking,1,3,2,4,6,5,22,Right foot,70,75,Ring finger,June,Fall,No,No,Pizza/Pasta,Water,Other,8,10,5,Yes - other,Text messaging,30,30,3,0,20,5,0,0,5,5,5,2,0,2.5,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Musician or singer,International aid,high
USA,OR,2017,12,Male,17,Right-Handed,165.1,24.5,,1,Car,9,0.398,48,Baseball/Softball,500,450,550,400,250,700,24.5,Same length,75,78,Ring finger,June,Winter,Yes,No,No favorite,Water,Physical education,7,7,3,Yes - other,In person,50,50,15,1,0,2,11,5,5,25,10,40,10,2,Very little,Undergraduate degree,Country,Fly,Happy,Sports person,"Wildlife, animals",high
USA,OR,2017,11,Male,17,Right-Handed,177,26,186,1,Car,0.5,0.356,46,Athletics,780,670,300,300,700,980,26,Right foot,95,100,Ring finger,May,Winter,Yes,No,Meat,Water,Mathematics and statistics,8,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,24,6,2,4,24,1,0,8,10,26,26,0,2,A lot,Other,Pop,Telepathy,Happy,Relative,"Wildlife, animals",high
USA,OR,2019,10,Female,15,Right-Handed,160,19,158,2,Car,10,0.291,44,Other,300,500,700,800,300,700,19,Same length,90,95,Ring finger,October,Fall,No,No,Pizza/Pasta,Water,Music,7,7,6,Yes - other,Text messaging,300,300,480,0,5,400,12,0,13,480,300,20,0,2,A lot,Some college,Other,Fly,Happy,Other,Education/Youth development,high
USA,OR,2018,9,Female,14,Right-Handed,166,26,156,1,Bus,10,0.518,0.49,Martial Arts,800,700,300,300,100,800,26,Same length,6.5,7,Ring finger,March,Summer,No,No,Meat,Soft drink (caffeinated),Art,9,12,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,120,5,4,3,2,2,1,10,8,12,14,2,2,Some,Graduate degree,Pop,Telepathy,Happy,Relative,"Arts, culture, sports",high
USA,OR,2014,12,Female,16,Right-Handed,179,25,178,1,Bus,15,0.285,32,Athletics,950,900,700,950,200,550,25,Same length,100,100,Same length,May,Fall,No,No,Seafood,Water,Mathematics and statistics,8,10,3,Yes - broadband connection,Text messaging,5,4,30,1,6,4,6,2,2,1,2,14,2,2,A lot,Graduate degree,Other,Fly,Happy,Relative,Environment,high
USA,OR,2019,10,Male,16,Ambidextrous,175,27,176,1,Car,10,0.61,46,Basketball,800,600,300,500,450,600,27,Same length,91,95,Ring finger,January,Winter,Yes,No,Meat,Soft drink (non-caffeinated),Physical education,5,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",428,552,10,7,5,18,6,40,20,15,40,8,14,2,Some,Graduate degree,Country,Invisibility,Happy,Other,Environment,high
USA,OR,2016,12,Male,17,Right-Handed,177.8,29.21,176,1,Car,15,0.299,44,Baseball/Softball,300,450,400,560,850,700,28.5,Right foot,95,105,Ring finger,September,Summer,Yes,No,Meat,Water,History,5,7,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",17,19,18,1,4,4,10,5,12,20,25,8,0,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Teacher,"Wildlife, animals",high
USA,OR,2016,12,Female,18,Right-Handed,164,21,152,1,Walk,20,0.498,37,Running/Jogging,1000,900,1000,1000,800,800,21,Same length,70,65,Index finger,December,Winter,Yes,No,Breads/Sandwiches,Water,English,8,7,4,Yes - other,Text messaging,200,200,2,0,14,5,12,2,3,5,24,7,2,2,A lot,Graduate degree,Other,Fly,Happy,Relative,Environment,high
USA,OR,2015,12,Female,17,Left-Handed,168,23,168,1,Car,10,0.6,47,Running/Jogging,900,900,850,800,200,400,22.5,Right foot,9.5,9.4,Same length,July,Summer,Yes,No,Pizza/Pasta,Water,Science,8,7,2,Yes - broadband connection,In person,100,105,10,2,5,4,5,0,2,2,3,7,8,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Doctor or nurse,Health,high
USA,OR,2017,12,Female,17,Right-Handed,177,23,171,2,Car,25,0.36,33,Other,700,700,700,800,800,900,24,Left foot,73,71,Index finger,January,Summer,No,No,Fruit,Water,Science,6.5,8,5,Yes - other,Internet chat or instant messaging,100,155,65,1,2,4,15,0,6,6,3,6,7,2,Some,Graduate degree,Rock and roll,Telepathy,Happy,Teacher,Health,high
USA,OR,2019,9,Male,15,Right-Handed,170.2,33.02,170,1,Car,30,0.455,35,Athletics,500,500,500,500,200,150,33,Same length,70,7,Same length,October,Spring,Yes,No,No favorite,Soft drink (caffeinated),Computers and technology,6,10,4,Yes - broadband connection,Cell phone,56,112,12,5,2,6,4,5,2,4,8,5,0,2,Some,Graduate degree,Other,Freeze time,Happy,Relative,"Wildlife, animals",high
USA,OR,2017,12,Female,17,Right-Handed,173,26,168,2,Car,5,0.467,40,Soccer,1000,1000,1000,1000,800,800,26,Same length,76,69,Index finger,April,Winter,No,No,Rice/Noodle dishes,Water,English,7,7,5,Yes - broadband connection,In person,100,100,15,1,5,5,10,0,3,2,5,5,0,2,A lot,Graduate degree,Other,Fly,Happy,Teacher,"Arts, culture, sports",high
USA,OR,2015,12,Female,18,Right-Handed,174,24,174,1,Car,4,0.495,37,Other,999,800,999,999,100,500,23.5,Right foot,90,80,Index finger,August,Summer,Yes,No,Pizza/Pasta,Sports drink,Science,8,10,5,Yes - other,Text messaging,250,400,20,1,12,7,20,0,3,15,30,4,0,2,Some,Graduate degree,Country,Telepathy,Happy,Relative,Health,high
USA,OR,2019,10,Female,17,Left-Handed,164,24,165,1,Car,8,0.491,41,Soccer,1000,1000,800,200,500,1000,25,Left foot,100,100,Same length,December,Winter,No,No,Fruit,Water,English,5,8,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,10,12,1,3,12,12,2,4,1,10,4,8,2,Very little,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,Environment,high
USA,OR,2019,10,Female,16,Right-Handed,170,24,168,2,Car,40,0.462,45,Other,1000,800,700,800,600,800,24,Same length,85,86,Ring finger,January,Fall,No,Yes,Rice/Noodle dishes,Tea,History,7,7,4,Yes - broadband connection,Other,10,12,5,0,8,9,4,0,4,1,6,4,3,2,A lot,Graduate degree,Other,Freeze time,Happy,Relative,International aid,high
USA,OR,2016,12,Female,17,Right-Handed,135.2,20,119.8,3,Car,30,0.631,45,Other,500,500,400,400,300,300,20,Same length,70,65,Index finger,April,Fall,No,No,Soups,Water,Mathematics and statistics,5.5,10,4,Yes - broadband connection,Internet chat or instant messaging,10,11,20,0,2,2,0,0,2,4,4,4,20,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,International aid,high
USA,OR,2015,12,Male,17,Left-Handed,84.5,27,190,1,Car,5,0.33,50,Lacrosse,500,500,500,500,500,500,27,Same length,11,11.5,Ring finger,June,Spring,No,No,Desserts,Juice,Science,8,6,4,Yes - broadband connection,Text messaging,100,300,6,1,1,4,5,5,5,5,3,4,0,2,Very little,Undergraduate degree,Country,Fly,Happy,Business person,Health,high
USA,OR,2019,8,Female,14,Right-Handed,165,23,165,1,Bus,15,0.51,47,Basketball,600,800,500,400,800,900,22,Right foot,8,7.5,Index finger,March,Spring,Yes,No,Rice/Noodle dishes,Water,English,8,11,4,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",35,30,45,1,6,1,9,3,5,2,3,4,1,2,A lot,Less than high school,Rap/Hip hop,Invisibility,Happy,Sports person,Environment,middle
USA,OR,2019,10,Female,17,Right-Handed,172,23,171,1,Car,3,0.64,40,Walking/Hiking,950,750,900,750,100,900,23,Same length,92,95,Ring finger,July,Fall,No,No,Fruit,Water,Other,6,9,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,53,5,1,7,5,2,0,5,0.5,3,4,4,2,A lot,Graduate degree,Country,Telepathy,Happy,Religious figure,"Wildlife, animals",high
USA,OR,2019,10,Male,18,Right-Handed,193,24,189,2,Car,11,,,Bowling,1000,578,977,687,246,458,23,Right foot,8,9.5,Ring finger,September,Winter,No,Yes,Vegetables,Water,English,9,10,4,Yes - broadband connection,Internet chat or instant messaging,9,14,4,1,7,2,9,0,2,1,1,4,22,2,Some,Graduate degree,Country,Telepathy,Happy,Coach or club leader,Environment,high
USA,OR,2017,12,Female,16,Right-Handed,168,24,175,2,Car,15,0.457,87,Other,980,700,250,700,666,999,24,Same length,81,80,Index finger,October,Fall,No,No,Seafood,Water,Science,7.5,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",16,14,14,0,10,4,12,0,7,0.5,10,3,4,2,A lot,Other,Pop,Telepathy,Happy,Relative,Health,high
USA,OR,2019,9,Male,15,Right-Handed,71,34,65,1,Car,20,0.443,41,Skateboarding/Rollerblading,369,34,406,305,70,492,34,Same length,80,70,Index finger,December,Summer,No,Yes,Pizza/Pasta,Juice,History,4,8,4,Yes - other,In person,0,0,7,0,1,2,1,42,0,0,3,3,0,2,Very little,Other,Heavy metal,Freeze time,Happy,Musician or singer,Health,high
USA,OR,2019,10,Female,16,Right-Handed,153,21,153,2,Car,15,0.741,45,Skateboarding/Rollerblading,900,1000,800,600,100,100,21,Same length,85,91,Ring finger,November,Winter,No,No,Seafood,Energy drink,English,8,8,4,Yes - other,Cell phone,30,50,3,2,2,1,0,3,3,4,2,3,0,2,Some,Less than high school,Rap/Hip hop,Invisibility,Happy,Relative,Other,high
USA,OR,2015,12,Male,17,Right-Handed,169,25,167,2,Car,20,0.33,38,Other,750,750,700,700,800,900,25,Same length,,70,Index finger,January,Spring,Yes,No,Desserts,Soft drink (caffeinated),Music,6,12,4,Yes - broadband connection,Text messaging,10,11,18,1,5,2,1,30,5,4,30,2,0,2,Very little,Undergraduate degree,Rock and roll,Fly,Happy,Musician or singer,Other,high
USA,OR,2019,10,Female,16,Right-Handed,168,24,168,1,Car,15,0.73,55,Swimming,750,750,700,875,300,875,23,Right foot,87,90,Ring finger,December,Summer,Yes,No,Pizza/Pasta,Tea,History,7,5,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,102,10,2,3,2,1,0,12,4,4,2,0,2,Some,Graduate degree,Other,Telepathy,Happy,Friend,Environment,high
USA,OR,2019,10,Female,17,Right-Handed,165.1,23.8,164,2,Car,18,0.734,42,Soccer,600,700,300,200,800,900,23.5,Right foot,150,163,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Science,6,4,3,Yes - broadband connection,In person,17,25,30,0,5,3,20,0,15,5,3,2,24,2,A lot,Graduate degree,Other,Freeze time,Happy,Sports person,Environment,high
USA,OR,2019,10,Female,15,Right-Handed,166,23,164,1,Car,15,0.706,50,Soccer,1000,700,850,975,275,875,23,Same length,9,10,Ring finger,September,Summer,No,No,Meat,Water,Physical education,7,9,5,Yes - other,Text messaging,50,60,10,2,2,4,10,2,3,1,3,2,0,2,Some,Graduate degree,Country,Telepathy,Happy,Friend,Environment,high
USA,OR,2019,8,Male,13,Left-Handed,168,26,152,1,Bus,65,0.338,45,Soccer,631,299,684,695,424,1000,27,Left foot,94,80,Index finger,August,Winter,Yes,No,Seafood,Water,History,5,5,5,Yes - broadband connection,Text messaging,557,738,6,2,3,4,8,4.5,4,4,2,2,4,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Other,middle
USA,OR,2015,12,Male,17,Right-Handed,186,28,192,1,Car,7,0.334,34,Baseball/Softball,800,700,900,800,1000,1000,28,Same length,100,110,Ring finger,November,Summer,No,No,Meat,Water,Mathematics and statistics,7.5,8,5,Yes - broadband connection,Text messaging,50,50,10,0,2,3,10,20,1,5,10,1,0,2,Some,High school,Rap/Hip hop,Super strength,Happy,Sports person,Education/Youth development,high
USA,OR,2019,10,Female,15,Left-Handed,85,26,83,1,Car,12,0.769,53,Running/Jogging,30,100,300,1000,600,1000,27,Left foot,92,95,Ring finger,September,Fall,No,No,Seafood,Water,Social studies,8,11,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",78,260,5,20,7,0,0,0,9,9,7,1,2,2,A lot,Other,Rap/Hip hop,Freeze time,Happy,Friend,Environment,high
USA,OR,2019,10,Female,15,Left-Handed,85,26,83,1,Car,12,0.769,53,Running/Jogging,30,100,300,1000,600,1000,27,Left foot,92,95,Ring finger,September,Fall,No,No,Seafood,Water,Social studies,8,11,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",78,260,5,20,7,0,0,0,9,9,7,1,2,2,A lot,Other,Rap/Hip hop,Freeze time,Happy,Friend,Environment,high
